,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
29554,2022,Cuba,Ireland,6,0,0,6
29555,2022,Dominica,Ireland,0,5,0,5
29556,2022,Dominican Rep.,Ireland,0,5,0,5
29557,2022,Eritrea,Ireland,110,18,0,128
29558,2022,Ethiopia,Ireland,81,43,0,124
29559,2022,Gambia,Ireland,0,6,0,6
29560,2022,Palestinian,Ireland,140,33,0,173
29561,2022,United Kingdom of Great Britain and Northern Ireland,Ireland,0,5,0,5
29562,2022,Georgia,Ireland,196,1681,0,1877
29563,2022,Ghana,Ireland,41,50,0,91
29564,2022,Guatemala,Ireland,10,12,0,22
29565,2022,Guinea,Ireland,19,9,0,28
29566,2022,Guyana,Ireland,0,5,0,5
29567,2022,Honduras,Ireland,5,6,0,11
29568,2022,Cote d'Ivoire,Ireland,18,5,0,23
29569,2022,India,Ireland,20,49,0,69
29570,2022,Indonesia,Ireland,5,0,0,5
29571,2022,Iran (Islamic Rep. of),Ireland,164,25,0,189
29572,2022,Iraq,Ireland,426,73,0,499
29573,2022,Israel,Ireland,12,5,0,17
29574,2022,Jordan,Ireland,15,23,0,38
29575,2022,Kazakhstan,Ireland,18,0,0,18
29576,2022,Kenya,Ireland,63,33,0,96
29577,2022,Kyrgyzstan,Ireland,5,0,0,5
29578,2022,Dem. People's Rep. of Korea,Ireland,10,5,0,15
29579,2022,Kuwait,Ireland,53,11,0,64
29580,2022,Liberia,Ireland,12,5,0,17
29581,2022,Libya,Ireland,244,7,0,251
29582,2022,Lebanon,Ireland,9,30,0,39
29583,2022,Lesotho,Ireland,5,9,0,14
29584,2022,Sri Lanka,Ireland,25,6,0,31
29585,2022,North Macedonia,Ireland,6,0,0,6
29586,2022,Rep. of Moldova,Ireland,51,0,0,51
29587,2022,Mexico,Ireland,9,6,0,15
29588,2022,Mali,Ireland,5,0,0,5
29589,2022,Malaysia,Ireland,10,34,0,44
29590,2022,Malawi,Ireland,163,110,0,273
29591,2022,Mongolia,Ireland,9,5,0,14
29592,2022,Morocco,Ireland,18,117,0,135
29593,2022,Mozambique,Ireland,5,5,0,10
29594,2022,Montenegro,Ireland,5,0,0,5
29595,2022,Mauritius,Ireland,22,28,0,50
29596,2022,Myanmar,Ireland,15,5,0,20
29597,2022,Nepal,Ireland,11,19,0,30
29598,2022,Niger,Ireland,5,0,0,5
29599,2022,Nicaragua,Ireland,22,23,0,45
29600,2022,Nigeria,Ireland,485,1132,0,1617
29601,2022,Pakistan,Ireland,431,331,0,762
29602,2022,Panama,Ireland,0,5,0,5
29603,2022,South Africa,Ireland,186,448,0,634
29604,2022,Russian Federation,Ireland,88,32,0,120
29605,2022,Rwanda,Ireland,35,0,0,35
29606,2022,El Salvador,Ireland,64,91,0,155
29607,2022,Saudi Arabia,Ireland,20,11,0,31
29608,2022,Serbia and Kosovo: S/RES/1244 (1999),Ireland,56,10,0,66
29609,2022,Senegal,Ireland,6,0,0,6
29610,2022,Sierra Leone,Ireland,77,58,0,135
29611,2022,Somalia,Ireland,634,1130,0,1764
29612,2022,Viet Nam,Ireland,13,26,0,39
29613,2022,Sudan,Ireland,246,50,0,296
29614,2022,South Sudan,Ireland,6,0,0,6
29615,2022,Eswatini,Ireland,26,32,0,58
29616,2022,Syrian Arab Rep.,Ireland,2954,69,0,3023
29617,2022,United Rep. of Tanzania,Ireland,5,6,0,11
29618,2022,Togo,Ireland,21,30,0,51
29619,2022,Tunisia,Ireland,6,16,0,22
29620,2022,Türkiye,Ireland,28,35,0,63
29621,2022,Uganda,Ireland,52,36,0,88
29622,2022,Ukraine,Ireland,41043,205,0,41248
29623,2022,United States of America,Ireland,0,20,0,20
29624,2022,Uzbekistan,Ireland,17,0,0,17
29625,2022,Venezuela (Bolivarian Republic of),Ireland,168,30,0,198
29626,2022,Yemen,Ireland,32,14,0,46
29627,2022,Zambia,Ireland,8,5,0,13
29628,2022,Zimbabwe,Ireland,797,828,0,1625
29629,2022,Stateless,Ireland,7,0,0,7
29630,2022,Afghanistan,Iran (Islamic Rep. of),820714,0,0,820714
29631,2022,Iraq,Iran (Islamic Rep. of),20000,0,0,20000
29632,2022,Kuwait,Iran (Islamic Rep. of),8,0,0,8
29633,2022,Myanmar,Iran (Islamic Rep. of),0,34,0,34
29634,2022,Pakistan,Iran (Islamic Rep. of),10,0,0,10
29635,2022,Uzbekistan,Iran (Islamic Rep. of),7,0,0,7
29636,2022,Afghanistan,Iraq,13,150,0,163
29637,2022,Egypt,Iraq,0,42,0,42
29638,2022,Bahrain,Iraq,0,25,0,25
29639,2022,Eritrea,Iraq,5,30,0,35
29640,2022,Ethiopia,Iraq,0,8,0,8
29641,2022,Palestinian,Iraq,7864,175,0,8039
29642,2022,Indonesia,Iraq,0,5,0,5
29643,2022,Iran (Islamic Rep. of),Iraq,4122,6038,0,10160
29644,2022,Iraq,Iraq,0,0,1177234,0
29645,2022,Kazakhstan,Iraq,0,5,0,5
29646,2022,Kyrgyzstan,Iraq,0,15,0,15
29647,2022,Kuwait,Iraq,0,330,0,330
29648,2022,Lebanon,Iraq,0,19,0,19
29649,2022,Pakistan,Iraq,0,57,0,57
29650,2022,Saudi Arabia,Iraq,0,6,0,6
29651,2022,Somalia,Iraq,6,5,0,11
29652,2022,Sudan,Iraq,94,705,0,799
29653,2022,South Sudan,Iraq,0,15,0,15
29654,2022,Syrian Arab Rep.,Iraq,262756,0,0,262756
29655,2022,Tunisia,Iraq,0,5,0,5
29656,2022,Türkiye,Iraq,13344,5134,0,18478
29657,2022,Ukraine,Iraq,0,5,0,5
29658,2022,Yemen,Iraq,0,166,0,166
29659,2022,Stateless,Iraq,0,5,0,5
29660,2022,Albania,Israel,0,17,0,17
29661,2022,Armenia,Israel,0,25,0,25
29662,2022,Azerbaijan,Israel,0,29,0,29
29663,2022,Benin,Israel,0,5,0,5
29664,2022,Burkina Faso,Israel,0,6,0,6
29665,2022,Belarus,Israel,5,614,0,619
29666,2022,Bolivia (Plurinational State of),Israel,0,5,0,5
29667,2022,Botswana,Israel,0,5,0,5
29668,2022,Brazil,Israel,0,5,0,5
29669,2022,Cambodia,Israel,0,5,0,5
29670,2022,Central African Rep.,Israel,0,15,0,15
29671,2022,Chad,Israel,5,5,0,10
29672,2022,China,Israel,0,578,0,578
29673,2022,Cameroon,Israel,0,48,0,48
29674,2022,Congo,Israel,0,24,0,24
29675,2022,Dem. Rep. of the Congo,Israel,0,214,0,214
29676,2022,Colombia,Israel,0,176,0,176
29677,2022,Ecuador,Israel,0,21,0,21
29678,2022,Eritrea,Israel,223,9972,0,10195
29679,2022,Ethiopia,Israel,109,837,0,946
29680,2022,Georgia,Israel,5,31,0,36
29681,2022,Ghana,Israel,0,273,0,273
29682,2022,Haiti,Israel,0,5,0,5
29683,2022,Honduras,Israel,0,6,0,6
29684,2022,Cote d'Ivoire,Israel,7,13,0,20
29685,2022,India,Israel,0,992,0,992
29686,2022,Iran (Islamic Rep. of),Israel,6,0,0,6
29687,2022,Iraq,Israel,10,0,0,10
29688,2022,Kazakhstan,Israel,0,93,0,93
29689,2022,Kenya,Israel,0,105,0,105
29690,2022,Kyrgyzstan,Israel,0,38,0,38
29691,2022,Dem. People's Rep. of Korea,Israel,5,0,0,5
29692,2022,Liberia,Israel,0,5,0,5
29693,2022,Lesotho,Israel,0,6,0,6
29694,2022,Sri Lanka,Israel,0,891,0,891
29695,2022,North Macedonia,Israel,0,23,0,23
29696,2022,Rep. of Moldova,Israel,0,273,0,273
29697,2022,Mexico,Israel,0,5,0,5
29698,2022,Mali,Israel,0,5,0,5
29699,2022,Malawi,Israel,0,72,0,72
29700,2022,Mozambique,Israel,0,5,0,5
29701,2022,Montenegro,Israel,0,18,0,18
29702,2022,Myanmar,Israel,0,172,0,172
29703,2022,Nepal,Israel,0,95,0,95
29704,2022,Nigeria,Israel,8,832,0,840
29705,2022,Peru,Israel,0,13,0,13
29706,2022,Philippines,Israel,0,69,0,69
29707,2022,Romania,Israel,0,18,0,18
29708,2022,South Africa,Israel,0,298,0,298
29709,2022,Russian Federation,Israel,5,2438,0,2443
29710,2022,Rwanda,Israel,0,41,0,41
29711,2022,Serbia and Kosovo: S/RES/1244 (1999),Israel,0,77,0,77
29712,2022,Sierra Leone,Israel,5,13,0,18
29713,2022,Somalia,Israel,0,11,0,11
29714,2022,Viet Nam,Israel,0,9,0,9
29715,2022,Sudan,Israel,590,4406,0,4996
29716,2022,South Sudan,Israel,72,58,0,130
29717,2022,United Rep. of Tanzania,Israel,0,6,0,6
29718,2022,Thailand,Israel,0,10,0,10
29719,2022,Tajikistan,Israel,0,5,0,5
29720,2022,Turkmenistan,Israel,0,5,0,5
29721,2022,Togo,Israel,0,6,0,6
29722,2022,Türkiye,Israel,5,148,0,153
29723,2022,Uganda,Israel,0,246,0,246
29724,2022,Ukraine,Israel,27,433,0,460
29725,2022,Uzbekistan,Israel,0,227,0,227
29726,2022,Zambia,Israel,0,5,0,5
29727,2022,Zimbabwe,Israel,0,17,0,17
29728,2022,Stateless,Israel,0,0,0,0
29729,2022,Unknown ,Israel,211,39,0,250
29730,2022,Afghanistan,Italy,17706,1545,0,19251
29731,2022,Albania,Italy,1016,435,0,1451
29732,2022,Algeria,Italy,50,118,0,168
29733,2022,Angola,Italy,5,11,0,16
29734,2022,Egypt,Italy,937,4657,0,5594
29735,2022,Argentina,Italy,14,52,0,66
29736,2022,Armenia,Italy,225,107,0,332
29737,2022,Azerbaijan,Italy,5,29,0,34
29738,2022,Burundi,Italy,8,0,0,8
29739,2022,Benin,Italy,179,35,0,214
29740,2022,Bangladesh,Italy,5768,7148,0,12916
29741,2022,Burkina Faso,Italy,894,243,0,1137
29742,2022,Belarus,Italy,74,85,0,159
29743,2022,Bolivia (Plurinational State of),Italy,5,5,0,10
29744,2022,Brazil,Italy,412,228,0,640
29745,2022,Bosnia and Herzegovina,Italy,143,69,0,212
29746,2022,Central African Rep.,Italy,14,7,0,21
29747,2022,Chad,Italy,7,55,0,62
29748,2022,China,Italy,475,156,0,631
29749,2022,Chile,Italy,14,20,0,34
29750,2022,Cameroon,Italy,1762,494,0,2256
29751,2022,Congo,Italy,311,44,0,355
29752,2022,Dem. Rep. of the Congo,Italy,711,64,0,775
29753,2022,Comoros,Italy,0,5,0,5
29754,2022,Colombia,Italy,1114,948,0,2062
29755,2022,Costa Rica,Italy,0,13,0,13
29756,2022,Cuba,Italy,87,137,0,224
29757,2022,Cabo Verde,Italy,5,0,0,5
29758,2022,Dominican Rep.,Italy,16,18,0,34
29759,2022,Ecuador,Italy,26,23,0,49
29760,2022,Eritrea,Italy,3222,5210,0,8432
29761,2022,Ethiopia,Italy,979,85,0,1064
29762,2022,Gabon,Italy,0,6,0,6
29763,2022,Gambia,Italy,6324,736,0,7060
29764,2022,Palestinian,Italy,740,96,0,836
29765,2022,Georgia,Italy,887,2133,0,3020
29766,2022,Ghana,Italy,2713,408,0,3121
29767,2022,Guinea-Bissau,Italy,474,62,0,536
29768,2022,Guatemala,Italy,20,21,0,41
29769,2022,Guinea,Italy,2517,727,0,3244
29770,2022,Honduras,Italy,502,98,0,600
29771,2022,Cote d'Ivoire,Italy,4180,1330,0,5510
29772,2022,India,Italy,290,396,0,686
29773,2022,Indonesia,Italy,0,5,0,5
29774,2022,Iran (Islamic Rep. of),Italy,1261,150,0,1411
29775,2022,Iraq,Italy,5463,1152,0,6615
29776,2022,Israel,Italy,0,5,0,5
29777,2022,Jordan,Italy,5,6,0,11
29778,2022,Kazakhstan,Italy,6,12,0,18
29779,2022,Kenya,Italy,19,14,0,33
29780,2022,Kyrgyzstan,Italy,6,43,0,49
29781,2022,Liberia,Italy,349,37,0,386
29782,2022,Libya,Italy,1185,230,0,1415
29783,2022,Lebanon,Italy,27,63,0,90
29784,2022,Liechtenstein,Italy,5,0,0,5
29785,2022,Sri Lanka,Italy,384,296,0,680
29786,2022,Madagascar,Italy,0,5,0,5
29787,2022,Mauritania,Italy,257,7,0,264
29788,2022,North Macedonia,Italy,41,61,0,102
29789,2022,Rep. of Moldova,Italy,66,184,0,250
29790,2022,Mexico,Italy,5,10,0,15
29791,2022,Mali,Italy,11193,1036,0,12229
29792,2022,Malaysia,Italy,0,5,0,5
29793,2022,Morocco,Italy,1059,1368,0,2427
29794,2022,Montenegro,Italy,19,5,0,24
29795,2022,Mauritius,Italy,7,20,0,27
29796,2022,Myanmar,Italy,8,11,0,19
29797,2022,Nepal,Italy,26,87,0,113
29798,2022,Niger,Italy,472,36,0,508
29799,2022,Nicaragua,Italy,13,24,0,37
29800,2022,Nigeria,Italy,21441,4435,0,25876
29801,2022,Pakistan,Italy,17619,9967,0,27586
29802,2022,Panama,Italy,0,6,0,6
29803,2022,Paraguay,Italy,10,6,0,16
29804,2022,Peru,Italy,867,1427,0,2294
29805,2022,Philippines,Italy,25,53,0,78
29806,2022,South Africa,Italy,0,15,0,15
29807,2022,Russian Federation,Italy,258,287,0,545
29808,2022,Rwanda,Italy,5,0,0,5
29809,2022,El Salvador,Italy,4169,755,0,4924
29810,2022,Saudi Arabia,Italy,0,5,0,5
29811,2022,Serbia and Kosovo: S/RES/1244 (1999),Italy,1449,290,0,1739
29812,2022,Senegal,Italy,4820,626,0,5446
29813,2022,Sierra Leone,Italy,448,118,0,566
29814,2022,Somalia,Italy,8405,1077,0,9482
29815,2022,Viet Nam,Italy,0,5,0,5
29816,2022,Sudan,Italy,1159,383,0,1542
29817,2022,South Sudan,Italy,7,30,0,37
29818,2022,Syrian Arab Rep.,Italy,3525,903,0,4428
29819,2022,United Rep. of Tanzania,Italy,5,7,0,12
29820,2022,Thailand,Italy,0,5,0,5
29821,2022,Togo,Italy,757,94,0,851
29822,2022,Tunisia,Italy,706,1753,0,2459
29823,2022,Türkiye,Italy,1650,670,0,2320
29824,2022,Uganda,Italy,5,0,0,5
29825,2022,Ukraine,Italy,145593,1689,0,147282
29826,2022,Uruguay,Italy,5,5,0,10
29827,2022,United States of America,Italy,5,11,0,16
29828,2022,Uzbekistan,Italy,0,5,0,5
29829,2022,Venezuela (Bolivarian Republic of),Italy,3154,833,0,3987
29830,2022,Western Sahara,Italy,5,0,0,5
29831,2022,Yemen,Italy,16,41,0,57
29832,2022,Stateless,Italy,9,5,0,14
29833,2022,Unknown ,Italy,2682,471,0,3153
29834,2022,Haiti,Jamaica,31,5,0,36
29835,2022,Venezuela (Bolivarian Republic of),Jamaica,0,0,0,0
29836,2022,Afghanistan,Jordan,8,10,0,18
29837,2022,Algeria,Jordan,0,5,0,5
29838,2022,Egypt,Jordan,126,482,0,608
29839,2022,Bangladesh,Jordan,0,5,0,5
29840,2022,Bosnia and Herzegovina,Jordan,9,0,0,9
29841,2022,Bulgaria,Jordan,0,0,0,0
29842,2022,Central African Rep.,Jordan,7,0,0,7
29843,2022,Chad,Jordan,10,17,0,27
29844,2022,Comoros,Jordan,0,5,0,5
29845,2022,Eritrea,Jordan,37,5,0,42
29846,2022,Ethiopia,Jordan,19,20,0,39
29847,2022,Palestinian,Jordan,0,0,0,0
29848,2022,Iran (Islamic Rep. of),Jordan,5,0,0,5
29849,2022,Iraq,Jordan,33951,31949,0,65900
29850,2022,Jordan,Jordan,0,0,0,0
29851,2022,Kenya,Jordan,5,5,0,10
29852,2022,Libya,Jordan,47,104,0,151
29853,2022,Lebanon,Jordan,5,105,0,110
29854,2022,Sri Lanka,Jordan,9,0,0,9
29855,2022,Morocco,Jordan,0,9,0,9
29856,2022,Niger,Jordan,0,5,0,5
29857,2022,Nigeria,Jordan,5,61,0,66
29858,2022,Pakistan,Jordan,5,20,0,25
29859,2022,Philippines,Jordan,5,0,0,5
29860,2022,Russian Federation,Jordan,24,7,0,31
29861,2022,Saudi Arabia,Jordan,0,0,0,0
29862,2022,Senegal,Jordan,0,5,0,5
29863,2022,Somalia,Jordan,602,54,0,656
29864,2022,Sudan,Jordan,3438,2146,0,5584
29865,2022,South Sudan,Jordan,11,8,0,19
29866,2022,Syrian Arab Rep.,Jordan,675433,0,0,675433
29867,2022,Tajikistan,Jordan,0,15,0,15
29868,2022,Tunisia,Jordan,11,8,0,19
29869,2022,Ukraine,Jordan,0,9,0,9
29870,2022,United States of America,Jordan,0,0,0,0
29871,2022,Venezuela (Bolivarian Republic of),Jordan,0,5,0,5
29872,2022,Yemen,Jordan,1668,11236,0,12904
29873,2022,Stateless,Jordan,0,64,0,64
29874,2022,Afghanistan,Japan,84,0,0,84
29875,2022,Burundi,Japan,9,0,0,9
29876,2022,Bangladesh,Japan,18,0,0,18
29877,2022,China,Japan,77,0,0,77
29878,2022,Cameroon,Japan,19,0,0,19
29879,2022,Dem. Rep. of the Congo,Japan,23,0,0,23
29880,2022,Ethiopia,Japan,32,0,0,32
29881,2022,Guinea,Japan,5,0,0,5
29882,2022,Iran (Islamic Rep. of),Japan,19,0,0,19
29883,2022,Iraq,Japan,17,0,0,17
29884,2022,Sri Lanka,Japan,59,0,0,59
29885,2022,Myanmar,Japan,583,0,0,583
29886,2022,Nigeria,Japan,5,0,0,5
29887,2022,Pakistan,Japan,34,0,0,34
29888,2022,Rwanda,Japan,5,0,0,5
29889,2022,Somalia,Japan,5,0,0,5
29890,2022,Sudan,Japan,16,0,0,16
29891,2022,Syrian Arab Rep.,Japan,93,0,0,93
29892,2022,Türkiye,Japan,46,0,0,46
29893,2022,Uganda,Japan,6,0,0,6
29894,2022,Yemen,Japan,15,0,0,15
29895,2022,Stateless,Japan,9,0,0,9
29896,2022,Unknown ,Japan,329,16709,0,17038
29897,2022,Afghanistan,Kazakhstan,325,386,0,711
29898,2022,China,Kazakhstan,6,7,0,13
29899,2022,Iran (Islamic Rep. of),Kazakhstan,0,6,0,6
29900,2022,Kyrgyzstan,Kazakhstan,0,5,0,5
29901,2022,Russian Federation,Kazakhstan,0,5,0,5
29902,2022,Syrian Arab Rep.,Kazakhstan,14,5,0,19
29903,2022,Ukraine,Kazakhstan,0,228,0,228
29904,2022,Uzbekistan,Kazakhstan,5,0,0,5
29905,2022,Stateless,Kazakhstan,0,0,0,0
29906,2022,Afghanistan,Kenya,11,36,0,47
29907,2022,Egypt,Kenya,0,17,0,17
29908,2022,Burundi,Kenya,7697,13121,0,20818
29909,2022,Central African Rep.,Kenya,0,13,0,13
29910,2022,Chad,Kenya,0,5,0,5
29911,2022,Cameroon,Kenya,0,59,0,59
29912,2022,Congo,Kenya,100,81,0,181
29913,2022,Dem. Rep. of the Congo,Kenya,31342,19920,0,51262
29914,2022,Eritrea,Kenya,905,1536,0,2441
29915,2022,Ethiopia,Kenya,21066,10433,0,31499
29916,2022,Cote d'Ivoire,Kenya,0,5,0,5
29917,2022,India,Kenya,0,5,0,5
29918,2022,Sri Lanka,Kenya,9,0,0,9
29919,2022,Mozambique,Kenya,8,0,0,8
29920,2022,Nigeria,Kenya,6,9,0,15
29921,2022,Pakistan,Kenya,10,11,0,21
29922,2022,Rwanda,Kenya,791,1321,0,2112
29923,2022,Somalia,Kenya,279200,8575,0,287775
29924,2022,Sudan,Kenya,5022,5194,0,10216
29925,2022,South Sudan,Kenya,144441,79,0,144520
29926,2022,Syrian Arab Rep.,Kenya,5,5,0,10
29927,2022,United Rep. of Tanzania,Kenya,11,118,0,129
29928,2022,Türkiye,Kenya,137,67,0,204
29929,2022,Uganda,Kenya,800,2664,0,3464
29930,2022,Yemen,Kenya,95,220,0,315
29931,2022,Zimbabwe,Kenya,6,6,0,12
29932,2022,Stateless,Kenya,0,0,0,0
29933,2022,Afghanistan,Kyrgyzstan,208,491,0,699
29934,2022,Palestinian,Kyrgyzstan,0,5,0,5
29935,2022,Iraq,Kyrgyzstan,5,0,0,5
29936,2022,Pakistan,Kyrgyzstan,0,5,0,5
29937,2022,Philippines,Kyrgyzstan,0,5,0,5
29938,2022,Syrian Arab Rep.,Kyrgyzstan,69,9,0,78
29939,2022,Turkmenistan,Kyrgyzstan,5,0,0,5
29940,2022,Türkiye,Kyrgyzstan,0,283,0,283
29941,2022,Ukraine,Kyrgyzstan,17,6,0,23
29942,2022,Venezuela (Bolivarian Republic of),Kyrgyzstan,0,5,0,5
29943,2022,Stateless,Kyrgyzstan,0,0,0,0
29944,2022,Afghanistan,Rep. of Korea,46,59,0,105
29945,2022,Algeria,Rep. of Korea,6,73,0,79
29946,2022,Angola,Rep. of Korea,9,18,0,27
29947,2022,Egypt,Rep. of Korea,72,753,0,825
29948,2022,Argentina,Rep. of Korea,0,8,0,8
29949,2022,Azerbaijan,Rep. of Korea,0,8,0,8
29950,2022,Burundi,Rep. of Korea,47,15,0,62
29951,2022,Bangladesh,Rep. of Korea,129,1004,0,1133
29952,2022,Burkina Faso,Rep. of Korea,0,5,0,5
29953,2022,Bolivia (Plurinational State of),Rep. of Korea,0,5,0,5
29954,2022,Brazil,Rep. of Korea,0,13,0,13
29955,2022,Cambodia,Rep. of Korea,0,47,0,47
29956,2022,China,Rep. of Korea,50,1121,0,1171
29957,2022,Cameroon,Rep. of Korea,23,164,0,187
29958,2022,Congo,Rep. of Korea,0,8,0,8
29959,2022,Dem. Rep. of the Congo,Rep. of Korea,62,24,0,86
29960,2022,Colombia,Rep. of Korea,0,5,0,5
29961,2022,Eritrea,Rep. of Korea,10,0,0,10
29962,2022,Ethiopia,Rep. of Korea,171,164,0,335
29963,2022,Gambia,Rep. of Korea,0,44,0,44
29964,2022,Palestinian,Rep. of Korea,8,6,0,14
29965,2022,Ghana,Rep. of Korea,7,195,0,202
29966,2022,Guinea,Rep. of Korea,5,116,0,121
29967,2022,Haiti,Rep. of Korea,0,23,0,23
29968,2022,Cote d'Ivoire,Rep. of Korea,38,22,0,60
29969,2022,India,Rep. of Korea,0,1294,0,1294
29970,2022,Indonesia,Rep. of Korea,0,29,0,29
29971,2022,Iran (Islamic Rep. of),Rep. of Korea,62,54,0,116
29972,2022,Iraq,Rep. of Korea,28,84,0,112
29973,2022,Jordan,Rep. of Korea,7,16,0,23
29974,2022,Kazakhstan,Rep. of Korea,5,669,0,674
29975,2022,Kenya,Rep. of Korea,5,36,0,41
29976,2022,Kyrgyzstan,Rep. of Korea,0,101,0,101
29977,2022,Liberia,Rep. of Korea,12,164,0,176
29978,2022,Libya,Rep. of Korea,15,60,0,75
29979,2022,Sri Lanka,Rep. of Korea,8,191,0,199
29980,2022,Mali,Rep. of Korea,8,78,0,86
29981,2022,Malaysia,Rep. of Korea,0,875,0,875
29982,2022,Mongolia,Rep. of Korea,0,177,0,177
29983,2022,Morocco,Rep. of Korea,5,176,0,181
29984,2022,Mozambique,Rep. of Korea,0,7,0,7
29985,2022,Myanmar,Rep. of Korea,396,107,0,503
29986,2022,Nepal,Rep. of Korea,5,391,0,396
29987,2022,Nigeria,Rep. of Korea,13,343,0,356
29988,2022,Pakistan,Rep. of Korea,118,938,0,1056
29989,2022,Peru,Rep. of Korea,0,9,0,9
29990,2022,Philippines,Rep. of Korea,0,331,0,331
29991,2022,South Africa,Rep. of Korea,0,50,0,50
29992,2022,Russian Federation,Rep. of Korea,13,1000,0,1013
29993,2022,Rwanda,Rep. of Korea,0,30,0,30
29994,2022,Saudi Arabia,Rep. of Korea,0,5,0,5
29995,2022,Senegal,Rep. of Korea,0,50,0,50
29996,2022,Sierra Leone,Rep. of Korea,0,26,0,26
29997,2022,Somalia,Rep. of Korea,5,0,0,5
29998,2022,Viet Nam,Rep. of Korea,0,63,0,63
29999,2022,Sudan,Rep. of Korea,32,46,0,78
30000,2022,Syrian Arab Rep.,Rep. of Korea,1250,28,0,1278
30001,2022,United Rep. of Tanzania,Rep. of Korea,5,34,0,39
30002,2022,Thailand,Rep. of Korea,10,179,0,189
30003,2022,Tajikistan,Rep. of Korea,0,24,0,24
30004,2022,Togo,Rep. of Korea,0,14,0,14
30005,2022,Tunisia,Rep. of Korea,0,55,0,55
30006,2022,Türkiye,Rep. of Korea,0,186,0,186
30007,2022,Uganda,Rep. of Korea,38,50,0,88
30008,2022,Ukraine,Rep. of Korea,14,24,0,38
30009,2022,United States of America,Rep. of Korea,0,5,0,5
30010,2022,Uzbekistan,Rep. of Korea,9,201,0,210
30011,2022,Venezuela (Bolivarian Republic of),Rep. of Korea,0,12,0,12
30012,2022,Yemen,Rep. of Korea,813,18,0,831
30013,2022,Zimbabwe,Rep. of Korea,0,6,0,6
30014,2022,Stateless,Rep. of Korea,0,5,0,5
30015,2022,Unknown ,Rep. of Korea,0,5,0,5
30016,2022,Afghanistan,Kuwait,0,17,0,17
30017,2022,Egypt,Kuwait,6,19,0,25
30018,2022,Djibouti,Kuwait,0,5,0,5
30019,2022,Eritrea,Kuwait,5,28,0,33
30020,2022,Ethiopia,Kuwait,0,7,0,7
30021,2022,Palestinian,Kuwait,5,5,0,10
30022,2022,Iran (Islamic Rep. of),Kuwait,9,83,0,92
30023,2022,Iraq,Kuwait,334,307,0,641
30024,2022,Jordan,Kuwait,0,6,0,6
30025,2022,Lebanon,Kuwait,0,5,0,5
30026,2022,Sri Lanka,Kuwait,0,6,0,6
30027,2022,Pakistan,Kuwait,0,12,0,12
30028,2022,Philippines,Kuwait,0,5,0,5
30029,2022,Somalia,Kuwait,189,444,0,633
30030,2022,Sudan,Kuwait,0,17,0,17
30031,2022,Syrian Arab Rep.,Kuwait,147,107,0,254
30032,2022,Ukraine,Kuwait,0,5,0,5
30033,2022,Yemen,Kuwait,9,10,0,19
30034,2022,Stateless,Kuwait,0,0,0,0
30035,2022,Unknown ,Kuwait,0,0,0,0
30036,2022,Central African Rep.,Liberia,5,0,0,5
30037,2022,Cameroon,Liberia,6,0,0,6
30038,2022,Dem. Rep. of the Congo,Liberia,28,5,0,33
30039,2022,Guinea,Liberia,0,5,0,5
30040,2022,Cote d'Ivoire,Liberia,3114,1320,0,4434
30041,2022,Mali,Liberia,19,0,0,19
30042,2022,Nigeria,Liberia,0,6,0,6
30043,2022,Pakistan,Liberia,6,0,0,6
30044,2022,Rwanda,Liberia,5,0,0,5
30045,2022,Sierra Leone,Liberia,5,0,0,5
30046,2022,Somalia,Liberia,5,0,0,5
30047,2022,Sudan,Liberia,11,0,0,11
30048,2022,South Sudan,Liberia,5,0,0,5
30049,2022,Syrian Arab Rep.,Liberia,28,33,0,61
30050,2022,Togo,Liberia,5,0,0,5
30051,2022,Türkiye,Liberia,16,0,0,16
30052,2022,Afghanistan,Libya,0,5,0,5
30053,2022,Chad,Libya,0,5,0,5
30054,2022,Eritrea,Libya,355,4037,0,4392
30055,2022,Ethiopia,Libya,34,1293,0,1327
30056,2022,Palestinian,Libya,161,695,0,856
30057,2022,Cote d'Ivoire,Libya,0,7,0,7
30058,2022,Iraq,Libya,201,102,0,303
30059,2022,Libya,Libya,0,0,159996,0
30060,2022,Nigeria,Libya,0,25,0,25
30061,2022,Somalia,Libya,22,788,0,810
30062,2022,Sudan,Libya,1436,16078,0,17514
30063,2022,South Sudan,Libya,5,352,0,357
30064,2022,Syrian Arab Rep.,Libya,480,13682,0,14162
30065,2022,Yemen,Libya,11,115,0,126
30066,2022,Afghanistan,Lebanon,36,5,0,41
30067,2022,Algeria,Lebanon,5,6,0,11
30068,2022,Egypt,Lebanon,129,446,0,575
30069,2022,Armenia,Lebanon,0,11,0,11
30070,2022,Bahrain,Lebanon,14,5,0,19
30071,2022,Bangladesh,Lebanon,0,120,0,120
30072,2022,Cameroon,Lebanon,10,17,0,27
30073,2022,Congo,Lebanon,0,5,0,5
30074,2022,Dem. Rep. of the Congo,Lebanon,5,13,0,18
30075,2022,Eritrea,Lebanon,19,20,0,39
30076,2022,Ethiopia,Lebanon,93,1101,0,1194
30077,2022,Gambia,Lebanon,0,5,0,5
30078,2022,Palestinian,Lebanon,0,0,0,0
30079,2022,Ghana,Lebanon,0,7,0,7
