,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
31731,2022,Kyrgyzstan,Spain,11,15,0,26
31732,2022,Rep. of Korea,Spain,0,5,0,5
31733,2022,Kuwait,Spain,5,5,0,10
31734,2022,Liberia,Spain,7,40,0,47
31735,2022,Libya,Spain,171,25,0,196
31736,2022,Lebanon,Spain,35,40,0,75
31737,2022,Sri Lanka,Spain,66,20,0,86
31738,2022,Latvia,Spain,7,0,0,7
31739,2022,Mauritania,Spain,28,165,0,193
31740,2022,North Macedonia,Spain,0,15,0,15
31741,2022,Rep. of Moldova,Spain,100,110,0,210
31742,2022,Mexico,Spain,50,205,0,255
31743,2022,Mali,Spain,2650,5900,0,8550
31744,2022,Mongolia,Spain,17,0,0,17
31745,2022,Morocco,Spain,967,5965,0,6932
31746,2022,Mozambique,Spain,5,0,0,5
31747,2022,Myanmar,Spain,11,0,0,11
31748,2022,Nepal,Spain,0,5,0,5
31749,2022,Netherlands,Spain,0,5,0,5
31750,2022,Niger,Spain,25,5,0,30
31751,2022,Nicaragua,Spain,2049,4725,0,6774
31752,2022,Nigeria,Spain,255,1105,0,1360
31753,2022,Pakistan,Spain,490,600,0,1090
31754,2022,Panama,Spain,35,135,0,170
31755,2022,Paraguay,Spain,60,760,0,820
31756,2022,Peru,Spain,337,6755,0,7092
31757,2022,Philippines,Spain,6,5,0,11
31758,2022,Qatar,Spain,0,5,0,5
31759,2022,Romania,Spain,8,0,0,8
31760,2022,South Africa,Spain,5,0,0,5
31761,2022,Russian Federation,Spain,1185,1875,0,3060
31762,2022,Rwanda,Spain,5,0,0,5
31763,2022,El Salvador,Spain,992,3980,0,4972
31764,2022,Saudi Arabia,Spain,5,5,0,10
31765,2022,Serbia and Kosovo: S/RES/1244 (1999),Spain,13,30,0,43
31766,2022,Senegal,Spain,54,2940,0,2994
31767,2022,Sierra Leone,Spain,28,50,0,78
31768,2022,Somalia,Spain,705,205,0,910
31769,2022,Viet Nam,Spain,11,20,0,31
31770,2022,Saint Kitts and Nevis,Spain,0,5,0,5
31771,2022,Sudan,Spain,622,245,0,867
31772,2022,South Sudan,Spain,5,10,0,15
31773,2022,Syrian Arab Rep.,Spain,14994,1080,0,16074
31774,2022,United Rep. of Tanzania,Spain,0,5,0,5
31775,2022,Tajikistan,Spain,7,5,0,12
31776,2022,Turkmenistan,Spain,10,10,0,20
31777,2022,Togo,Spain,5,45,0,50
31778,2022,Trinidad and Tobago,Spain,5,10,0,15
31779,2022,Tunisia,Spain,75,110,0,185
31780,2022,Türkiye,Spain,217,430,0,647
31781,2022,Uganda,Spain,7,5,0,12
31782,2022,Ukraine,Spain,128129,1700,0,129829
31783,2022,Uruguay,Spain,16,215,0,231
31784,2022,United States of America,Spain,92,75,0,167
31785,2022,Uzbekistan,Spain,24,15,0,39
31786,2022,Venezuela (Bolivarian Republic of),Spain,96786,31490,0,128276
31787,2022,Western Sahara,Spain,17,0,0,17
31788,2022,Yemen,Spain,460,285,0,745
31789,2022,Stateless,Spain,6,10,0,16
31790,2022,Tibetan,Spain,5,0,0,5
31791,2022,Unknown ,Spain,22,65,0,87
31792,2022,Stateless,Viet Nam,0,0,0,0
31793,2022,Venezuela (Bolivarian Republic of),Saint Kitts and Nevis,0,0,0,0
31794,2022,Afghanistan,Sudan,0,0,0,0
31795,2022,Andorra,Sudan,5,0,0,5
31796,2022,Egypt,Sudan,18,11,0,29
31797,2022,Burundi,Sudan,11,8,0,19
31798,2022,Central African Rep.,Sudan,28035,7,0,28042
31799,2022,Chad,Sudan,4628,5,0,4633
31800,2022,Cameroon,Sudan,7,0,0,7
31801,2022,Congo,Sudan,18,5,0,23
31802,2022,Dem. Rep. of the Congo,Sudan,425,342,0,767
31803,2022,Eritrea,Sudan,117955,13236,0,131191
31804,2022,Ethiopia,Sudan,57682,14533,0,72215
31805,2022,Palestinian,Sudan,49,24,0,73
31806,2022,India,Sudan,0,5,0,5
31807,2022,Iraq,Sudan,9,13,0,22
31808,2022,Jordan,Sudan,0,0,0,0
31809,2022,Kuwait,Sudan,0,0,0,0
31810,2022,Nigeria,Sudan,12,0,0,12
31811,2022,Saudi Arabia,Sudan,0,0,0,0
31812,2022,Somalia,Sudan,409,156,0,565
31813,2022,Sudan,Sudan,0,0,3036593,0
31814,2022,South Sudan,Sudan,807532,0,0,807532
31815,2022,Syrian Arab Rep.,Sudan,93480,0,0,93480
31816,2022,Türkiye,Sudan,5,0,0,5
31817,2022,Uganda,Sudan,5,0,0,5
31818,2022,Yemen,Sudan,1881,388,0,2269
31819,2022,Unknown ,Sudan,137,5,0,142
31820,2022,Colombia,Suriname,0,10,0,10
31821,2022,Cuba,Suriname,17,2017,0,2034
31822,2022,Dominican Rep.,Suriname,0,6,0,6
31823,2022,Haiti,Suriname,0,5,0,5
31824,2022,Nigeria,Suriname,0,5,0,5
31825,2022,Venezuela (Bolivarian Republic of),Suriname,13,413,0,426
31826,2022,Burundi,South Sudan,306,882,0,1188
31827,2022,Central African Rep.,South Sudan,2409,0,0,2409
31828,2022,Dem. Rep. of the Congo,South Sudan,18854,20,0,18874
31829,2022,Eritrea,South Sudan,832,2396,0,3228
31830,2022,Ethiopia,South Sudan,4610,901,0,5511
31831,2022,Liberia,South Sudan,0,5,0,5
31832,2022,Somalia,South Sudan,5,31,0,36
31833,2022,Sudan,South Sudan,310104,21,0,310125
31834,2022,South Sudan,South Sudan,0,0,2229657,0
31835,2022,Stateless,South Sudan,0,0,0,0
31836,2022,Afghanistan,Slovakia,366,0,0,366
31837,2022,Algeria,Slovakia,5,0,0,5
31838,2022,Angola,Slovakia,24,0,0,24
31839,2022,Egypt,Slovakia,18,0,0,18
31840,2022,Armenia,Slovakia,55,0,0,55
31841,2022,Azerbaijan,Slovakia,23,0,0,23
31842,2022,Burundi,Slovakia,5,0,0,5
31843,2022,Bangladesh,Slovakia,0,18,0,18
31844,2022,Belarus,Slovakia,39,5,0,44
31845,2022,Bosnia and Herzegovina,Slovakia,36,0,0,36
31846,2022,Bulgaria,Slovakia,8,0,0,8
31847,2022,Cambodia,Slovakia,5,0,0,5
31848,2022,China,Slovakia,16,0,0,16
31849,2022,Cameroon,Slovakia,11,0,0,11
31850,2022,Dem. Rep. of the Congo,Slovakia,17,0,0,17
31851,2022,Cuba,Slovakia,32,0,0,32
31852,2022,Palestinian,Slovakia,9,0,0,9
31853,2022,Georgia,Slovakia,12,0,0,12
31854,2022,India,Slovakia,11,0,0,11
31855,2022,Iran (Islamic Rep. of),Slovakia,43,0,0,43
31856,2022,Iraq,Slovakia,217,0,0,217
31857,2022,Israel,Slovakia,8,0,0,8
31858,2022,Jordan,Slovakia,7,0,0,7
31859,2022,Kazakhstan,Slovakia,9,0,0,9
31860,2022,Kyrgyzstan,Slovakia,6,0,0,6
31861,2022,Liberia,Slovakia,5,0,0,5
31862,2022,Libya,Slovakia,9,0,0,9
31863,2022,Sri Lanka,Slovakia,0,5,0,5
31864,2022,Rep. of Moldova,Slovakia,18,0,0,18
31865,2022,Morocco,Slovakia,10,0,0,10
31866,2022,Nigeria,Slovakia,19,5,0,24
31867,2022,Pakistan,Slovakia,8,0,0,8
31868,2022,Romania,Slovakia,37,0,0,37
31869,2022,Russian Federation,Slovakia,273,9,0,282
31870,2022,Serbia and Kosovo: S/RES/1244 (1999),Slovakia,47,0,0,47
31871,2022,Somalia,Slovakia,34,0,0,34
31872,2022,Viet Nam,Slovakia,24,0,0,24
31873,2022,Syrian Arab Rep.,Slovakia,26,0,0,26
31874,2022,Tajikistan,Slovakia,8,0,0,8
31875,2022,Tunisia,Slovakia,5,0,0,5
31876,2022,Türkiye,Slovakia,13,0,0,13
31877,2022,Uganda,Slovakia,5,0,0,5
31878,2022,Ukraine,Slovakia,83297,8,0,83305
31879,2022,United States of America,Slovakia,21,0,0,21
31880,2022,Uzbekistan,Slovakia,9,0,0,9
31881,2022,Yemen,Slovakia,25,0,0,25
31882,2022,Stateless,Slovakia,10,0,0,10
31883,2022,Afghanistan,Slovenia,64,229,0,293
31884,2022,Albania,Slovenia,0,5,0,5
31885,2022,Algeria,Slovenia,0,7,0,7
31886,2022,Egypt,Slovenia,0,5,0,5
31887,2022,Azerbaijan,Slovenia,5,0,0,5
31888,2022,Burundi,Slovenia,0,83,0,83
31889,2022,Bangladesh,Slovenia,0,37,0,37
31890,2022,Burkina Faso,Slovenia,0,7,0,7
31891,2022,Belarus,Slovenia,5,0,0,5
31892,2022,Bosnia and Herzegovina,Slovenia,7,0,0,7
31893,2022,Cameroon,Slovenia,10,30,0,40
31894,2022,Congo,Slovenia,0,9,0,9
31895,2022,Dem. Rep. of the Congo,Slovenia,6,19,0,25
31896,2022,Cuba,Slovenia,0,86,0,86
31897,2022,Eritrea,Slovenia,86,0,0,86
31898,2022,Ethiopia,Slovenia,0,5,0,5
31899,2022,Gambia,Slovenia,0,7,0,7
31900,2022,Palestinian,Slovenia,27,0,0,27
31901,2022,Ghana,Slovenia,0,25,0,25
31902,2022,Guinea-Bissau,Slovenia,0,7,0,7
31903,2022,Guinea,Slovenia,0,20,0,20
31904,2022,India,Slovenia,0,49,0,49
31905,2022,Iran (Islamic Rep. of),Slovenia,83,22,0,105
31906,2022,Iraq,Slovenia,53,84,0,137
31907,2022,Jordan,Slovenia,0,5,0,5
31908,2022,Kazakhstan,Slovenia,21,0,0,21
31909,2022,Sri Lanka,Slovenia,0,5,0,5
31910,2022,Mali,Slovenia,0,9,0,9
31911,2022,Morocco,Slovenia,5,8,0,13
31912,2022,Nepal,Slovenia,0,36,0,36
31913,2022,Nigeria,Slovenia,8,5,0,13
31914,2022,Pakistan,Slovenia,5,69,0,74
31915,2022,Russian Federation,Slovenia,50,11,0,61
31916,2022,Serbia and Kosovo: S/RES/1244 (1999),Slovenia,11,0,0,11
31917,2022,Senegal,Slovenia,0,5,0,5
31918,2022,Somalia,Slovenia,52,5,0,57
31919,2022,Sudan,Slovenia,6,0,0,6
31920,2022,Syrian Arab Rep.,Slovenia,326,20,0,346
31921,2022,Tunisia,Slovenia,0,6,0,6
31922,2022,Türkiye,Slovenia,61,27,0,88
31923,2022,Ukraine,Slovenia,6652,38,0,6690
31924,2022,United States of America,Slovenia,5,5,0,10
31925,2022,Yemen,Slovenia,6,0,0,6
31926,2022,Unknown ,Slovenia,16,0,0,16
31927,2022,Angola,Eswatini,12,0,0,12
31928,2022,Burundi,Eswatini,186,76,0,262
31929,2022,Cameroon,Eswatini,0,6,0,6
31930,2022,Congo,Eswatini,16,23,0,39
31931,2022,Dem. Rep. of the Congo,Eswatini,467,206,0,673
31932,2022,Eritrea,Eswatini,5,15,0,20
31933,2022,Ethiopia,Eswatini,16,83,0,99
31934,2022,Rwanda,Eswatini,173,69,0,242
31935,2022,Somalia,Eswatini,145,291,0,436
31936,2022,Eswatini,Eswatini,0,0,0,0
31937,2022,United Rep. of Tanzania,Eswatini,0,5,0,5
31938,2022,Uganda,Eswatini,6,0,0,6
31939,2022,Zimbabwe,Eswatini,9,0,0,9
31940,2022,Afghanistan,Sweden,26857,1904,0,28761
31941,2022,Albania,Sweden,260,138,0,398
31942,2022,Algeria,Sweden,64,69,0,133
31943,2022,Angola,Sweden,22,10,0,32
31944,2022,Egypt,Sweden,424,127,0,551
31945,2022,Argentina,Sweden,0,5,0,5
31946,2022,Armenia,Sweden,344,135,0,479
31947,2022,Azerbaijan,Sweden,658,217,0,875
31948,2022,Bahrain,Sweden,16,5,0,21
31949,2022,Burundi,Sweden,223,5,0,228
31950,2022,Benin,Sweden,10,0,0,10
31951,2022,Bangladesh,Sweden,243,105,0,348
31952,2022,Burkina Faso,Sweden,5,0,0,5
31953,2022,Belarus,Sweden,114,113,0,227
31954,2022,Bolivia (Plurinational State of),Sweden,51,15,0,66
31955,2022,Brazil,Sweden,7,18,0,25
31956,2022,Bosnia and Herzegovina,Sweden,59,56,0,115
31957,2022,Bulgaria,Sweden,11,0,0,11
31958,2022,Canada,Sweden,5,5,0,10
31959,2022,Central African Rep.,Sweden,71,0,0,71
31960,2022,Chad,Sweden,18,0,0,18
31961,2022,China,Sweden,223,29,0,252
31962,2022,Chile,Sweden,9,11,0,20
31963,2022,Cameroon,Sweden,235,126,0,361
31964,2022,Congo,Sweden,30,17,0,47
31965,2022,Dem. Rep. of the Congo,Sweden,823,68,0,891
31966,2022,Comoros,Sweden,5,0,0,5
31967,2022,Colombia,Sweden,39,262,0,301
31968,2022,Cuba,Sweden,23,8,0,31
31969,2022,Djibouti,Sweden,30,19,0,49
31970,2022,Ecuador,Sweden,6,0,0,6
31971,2022,Equatorial Guinea,Sweden,5,0,0,5
31972,2022,Eritrea,Sweden,25849,309,0,26158
31973,2022,Ethiopia,Sweden,2530,314,0,2844
31974,2022,Gambia,Sweden,177,74,0,251
31975,2022,Palestinian,Sweden,1345,325,0,1670
31976,2022,United Kingdom of Great Britain and Northern Ireland,Sweden,5,5,0,10
31977,2022,Georgia,Sweden,131,92,0,223
31978,2022,Ghana,Sweden,67,35,0,102
31979,2022,Guinea-Bissau,Sweden,7,0,0,7
31980,2022,Greece,Sweden,18,0,0,18
31981,2022,Guatemala,Sweden,8,5,0,13
31982,2022,Guinea,Sweden,62,13,0,75
31983,2022,Haiti,Sweden,0,5,0,5
31984,2022,Honduras,Sweden,29,14,0,43
31985,2022,Croatia,Sweden,0,5,0,5
31986,2022,Hungary,Sweden,5,0,0,5
31987,2022,Cote d'Ivoire,Sweden,30,5,0,35
31988,2022,India,Sweden,25,31,0,56
31989,2022,Indonesia,Sweden,15,0,0,15
31990,2022,Iran (Islamic Rep. of),Sweden,7146,582,0,7728
31991,2022,Iraq,Sweden,10464,1391,0,11855
31992,2022,Israel,Sweden,22,10,0,32
31993,2022,Jamaica,Sweden,5,0,0,5
31994,2022,Jordan,Sweden,291,152,0,443
31995,2022,Kazakhstan,Sweden,206,81,0,287
31996,2022,Kenya,Sweden,84,18,0,102
31997,2022,Kyrgyzstan,Sweden,162,67,0,229
31998,2022,Rep. of Korea,Sweden,8,5,0,13
31999,2022,Kuwait,Sweden,31,5,0,36
32000,2022,Liberia,Sweden,11,0,0,11
32001,2022,Libya,Sweden,255,46,0,301
32002,2022,Lebanon,Sweden,528,216,0,744
32003,2022,Sri Lanka,Sweden,26,23,0,49
32004,2022,Lithuania,Sweden,0,7,0,7
32005,2022,Mauritania,Sweden,13,0,0,13
32006,2022,North Macedonia,Sweden,37,25,0,62
32007,2022,Rep. of Moldova,Sweden,26,19,0,45
32008,2022,Mexico,Sweden,0,5,0,5
32009,2022,Mali,Sweden,39,5,0,44
32010,2022,Malaysia,Sweden,13,0,0,13
32011,2022,Mongolia,Sweden,240,101,0,341
32012,2022,Morocco,Sweden,263,137,0,400
32013,2022,Montenegro,Sweden,21,10,0,31
32014,2022,Myanmar,Sweden,6,8,0,14
32015,2022,Nepal,Sweden,8,5,0,13
32016,2022,Niger,Sweden,5,0,0,5
32017,2022,Nicaragua,Sweden,62,99,0,161
32018,2022,Nigeria,Sweden,639,313,0,952
32019,2022,Pakistan,Sweden,595,175,0,770
32020,2022,Panama,Sweden,0,5,0,5
32021,2022,Paraguay,Sweden,0,5,0,5
32022,2022,Peru,Sweden,9,111,0,120
32023,2022,Philippines,Sweden,5,11,0,16
32024,2022,Poland,Sweden,5,0,0,5
32025,2022,Romania,Sweden,38,0,0,38
32026,2022,Russian Federation,Sweden,1439,515,0,1954
32027,2022,Rwanda,Sweden,54,34,0,88
32028,2022,El Salvador,Sweden,139,77,0,216
32029,2022,Saudi Arabia,Sweden,62,5,0,67
32030,2022,Serbia and Kosovo: S/RES/1244 (1999),Sweden,516,191,0,707
32031,2022,Senegal,Sweden,55,16,0,71
32032,2022,Sierra Leone,Sweden,65,13,0,78
32033,2022,Somalia,Sweden,9315,412,0,9727
32034,2022,Viet Nam,Sweden,51,49,0,100
32035,2022,Sudan,Sweden,1077,68,0,1145
32036,2022,South Sudan,Sweden,64,0,0,64
32037,2022,Eswatini,Sweden,5,0,0,5
32038,2022,Syrian Arab Rep.,Sweden,113213,1227,0,114440
32039,2022,United Rep. of Tanzania,Sweden,65,29,0,94
32040,2022,Thailand,Sweden,5,10,0,15
32041,2022,Tajikistan,Sweden,85,50,0,135
32042,2022,Turkmenistan,Sweden,36,21,0,57
32043,2022,Tunisia,Sweden,47,44,0,91
32044,2022,Türkiye,Sweden,2531,368,0,2899
32045,2022,United Arab Emirates,Sweden,5,0,0,5
32046,2022,Uganda,Sweden,722,70,0,792
32047,2022,Ukraine,Sweden,40129,1345,0,41474
32048,2022,United States of America,Sweden,34,7,0,41
32049,2022,Uzbekistan,Sweden,525,391,0,916
32050,2022,Venezuela (Bolivarian Republic of),Sweden,41,60,0,101
32051,2022,Yemen,Sweden,1715,69,0,1784
32052,2022,Zambia,Sweden,12,0,0,12
32053,2022,Zimbabwe,Sweden,15,5,0,20
32054,2022,Stateless,Sweden,21382,522,0,21904
32055,2022,Unknown ,Sweden,521,197,0,718
32056,2022,Afghanistan,Switzerland,11441,1768,0,13209
32057,2022,Albania,Switzerland,89,60,0,149
32058,2022,Algeria,Switzerland,99,159,0,258
32059,2022,Angola,Switzerland,640,38,0,678
32060,2022,Egypt,Switzerland,22,12,0,34
32061,2022,Armenia,Switzerland,148,28,0,176
32062,2022,Azerbaijan,Switzerland,60,75,0,135
32063,2022,Burundi,Switzerland,71,20,0,91
32064,2022,Benin,Switzerland,9,5,0,14
32065,2022,Bangladesh,Switzerland,22,12,0,34
32066,2022,Burkina Faso,Switzerland,14,5,0,19
32067,2022,Belarus,Switzerland,32,30,0,62
32068,2022,Brazil,Switzerland,9,5,0,14
32069,2022,Bosnia and Herzegovina,Switzerland,302,13,0,315
32070,2022,Bulgaria,Switzerland,5,0,0,5
32071,2022,Canada,Switzerland,0,5,0,5
32072,2022,Central African Rep.,Switzerland,12,0,0,12
32073,2022,Chad,Switzerland,10,13,0,23
32074,2022,China,Switzerland,2723,85,0,2808
32075,2022,Cameroon,Switzerland,142,43,0,185
32076,2022,Congo,Switzerland,17,9,0,26
32077,2022,Dem. Rep. of the Congo,Switzerland,838,64,0,902
32078,2022,Colombia,Switzerland,41,111,0,152
32079,2022,Cuba,Switzerland,18,52,0,70
32080,2022,Ecuador,Switzerland,5,5,0,10
32081,2022,Equatorial Guinea,Switzerland,5,0,0,5
32082,2022,Eritrea,Switzerland,14726,284,0,15010
32083,2022,Ethiopia,Switzerland,1028,174,0,1202
32084,2022,France,Switzerland,5,0,0,5
32085,2022,Gambia,Switzerland,30,13,0,43
32086,2022,Georgia,Switzerland,230,265,0,495
32087,2022,Ghana,Switzerland,18,13,0,31
32088,2022,Guinea-Bissau,Switzerland,41,0,0,41
32089,2022,Greece,Switzerland,5,0,0,5
32090,2022,Guatemala,Switzerland,5,0,0,5
32091,2022,Guinea,Switzerland,139,27,0,166
32092,2022,Haiti,Switzerland,0,5,0,5
32093,2022,Honduras,Switzerland,5,10,0,15
32094,2022,Cote d'Ivoire,Switzerland,113,15,0,128
32095,2022,India,Switzerland,34,18,0,52
32096,2022,Indonesia,Switzerland,0,6,0,6
32097,2022,Iran (Islamic Rep. of),Switzerland,1221,661,0,1882
32098,2022,Iraq,Switzerland,2338,388,0,2726
32099,2022,Jordan,Switzerland,20,6,0,26
32100,2022,Kazakhstan,Switzerland,19,12,0,31
32101,2022,Kenya,Switzerland,22,0,0,22
32102,2022,Kyrgyzstan,Switzerland,5,15,0,20
32103,2022,Liberia,Switzerland,17,0,0,17
32104,2022,Libya,Switzerland,132,29,0,161
32105,2022,Lebanon,Switzerland,30,23,0,53
32106,2022,Sri Lanka,Switzerland,1341,637,0,1978
32107,2022,Mauritania,Switzerland,9,0,0,9
32108,2022,North Macedonia,Switzerland,137,41,0,178
32109,2022,Rep. of Moldova,Switzerland,8,0,0,8
32110,2022,Mali,Switzerland,23,0,0,23
32111,2022,Malawi,Switzerland,0,5,0,5
32112,2022,Mongolia,Switzerland,158,6,0,164
32113,2022,Morocco,Switzerland,53,52,0,105
32114,2022,Montenegro,Switzerland,46,15,0,61
32115,2022,Myanmar,Switzerland,34,13,0,47
32116,2022,Nepal,Switzerland,12,6,0,18
32117,2022,Niger,Switzerland,13,0,0,13
32118,2022,Nicaragua,Switzerland,0,10,0,10
32119,2022,Nigeria,Switzerland,272,87,0,359
32120,2022,Pakistan,Switzerland,171,87,0,258
32121,2022,Paraguay,Switzerland,5,0,0,5
32122,2022,Peru,Switzerland,0,5,0,5
32123,2022,Philippines,Switzerland,11,0,0,11
32124,2022,Romania,Switzerland,0,5,0,5
32125,2022,South Africa,Switzerland,6,0,0,6
32126,2022,Russian Federation,Switzerland,287,137,0,424
32127,2022,Rwanda,Switzerland,11,15,0,26
32128,2022,El Salvador,Switzerland,9,0,0,9
32129,2022,Saudi Arabia,Switzerland,15,5,0,20
32130,2022,Serbia and Kosovo: S/RES/1244 (1999),Switzerland,1531,61,0,1592
32131,2022,Senegal,Switzerland,44,11,0,55
32132,2022,Sierra Leone,Switzerland,34,6,0,40
32133,2022,Somalia,Switzerland,2608,179,0,2787
32134,2022,Spain,Switzerland,5,0,0,5
32135,2022,Viet Nam,Switzerland,7,0,0,7
32136,2022,Sudan,Switzerland,153,14,0,167
32137,2022,South Sudan,Switzerland,13,0,0,13
32138,2022,Syrian Arab Rep.,Switzerland,8039,272,0,8311
32139,2022,United Rep. of Tanzania,Switzerland,12,0,0,12
32140,2022,Tajikistan,Switzerland,0,6,0,6
32141,2022,Turkmenistan,Switzerland,0,5,0,5
32142,2022,Togo,Switzerland,60,13,0,73
32143,2022,Tunisia,Switzerland,34,53,0,87
32144,2022,Türkiye,Switzerland,1171,1623,0,2794
32145,2022,Uganda,Switzerland,32,24,0,56
32146,2022,Ukraine,Switzerland,57697,23,0,57720
32147,2022,Uzbekistan,Switzerland,17,5,0,22
32148,2022,Venezuela (Bolivarian Republic of),Switzerland,38,39,0,77
32149,2022,Western Sahara,Switzerland,5,0,0,5
32150,2022,Yemen,Switzerland,130,7,0,137
32151,2022,Zimbabwe,Switzerland,8,5,0,13
32152,2022,Stateless,Switzerland,784,0,0,784
32153,2022,Unknown ,Switzerland,835,69,0,904
32154,2022,Afghanistan,Syrian Arab Rep.,1162,21,0,1183
32155,2022,Algeria,Syrian Arab Rep.,5,0,0,5
32156,2022,Egypt,Syrian Arab Rep.,31,16,0,47
32157,2022,Bahrain,Syrian Arab Rep.,5,0,0,5
32158,2022,Burkina Faso,Syrian Arab Rep.,0,5,0,5
32159,2022,Chad,Syrian Arab Rep.,9,0,0,9
32160,2022,Eritrea,Syrian Arab Rep.,16,0,0,16
32161,2022,Ethiopia,Syrian Arab Rep.,13,0,0,13
32162,2022,United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,0,5,0,5
32163,2022,Guinea,Syrian Arab Rep.,56,5,0,61
32164,2022,Iran (Islamic Rep. of),Syrian Arab Rep.,49,11,0,60
32165,2022,Iraq,Syrian Arab Rep.,11121,7269,0,18390
32166,2022,Jordan,Syrian Arab Rep.,18,7,0,25
32167,2022,Libya,Syrian Arab Rep.,10,10,0,20
32168,2022,Lebanon,Syrian Arab Rep.,23,19,0,42
32169,2022,Sri Lanka,Syrian Arab Rep.,0,5,0,5
32170,2022,Morocco,Syrian Arab Rep.,0,5,0,5
32171,2022,Nigeria,Syrian Arab Rep.,0,6,0,6
32172,2022,Pakistan,Syrian Arab Rep.,224,15,0,239
32173,2022,Saudi Arabia,Syrian Arab Rep.,5,0,0,5
32174,2022,Sierra Leone,Syrian Arab Rep.,17,0,0,17
32175,2022,Somalia,Syrian Arab Rep.,346,13,0,359
32176,2022,Sudan,Syrian Arab Rep.,736,95,0,831
32177,2022,South Sudan,Syrian Arab Rep.,77,0,0,77
32178,2022,Syrian Arab Rep.,Syrian Arab Rep.,0,0,6754277,0
32179,2022,Tunisia,Syrian Arab Rep.,5,5,0,10
32180,2022,Türkiye,Syrian Arab Rep.,5,8,0,13
32181,2022,Yemen,Syrian Arab Rep.,177,142,0,319
32182,2022,Stateless,Syrian Arab Rep.,0,0,0,0
32183,2022,Unknown ,Syrian Arab Rep.,5,0,0,5
32184,2022,Burundi,United Rep. of Tanzania,155996,8957,0,164953
32185,2022,Dem. Rep. of the Congo,United Rep. of Tanzania,51987,19203,0,71190
32186,2022,Iran (Islamic Rep. of),United Rep. of Tanzania,5,0,0,5
32187,2022,Kenya,United Rep. of Tanzania,0,5,0,5
32188,2022,Lebanon,United Rep. of Tanzania,5,0,0,5
32189,2022,Rwanda,United Rep. of Tanzania,73,29,0,102
32190,2022,Somalia,United Rep. of Tanzania,162,0,0,162
32191,2022,Sudan,United Rep. of Tanzania,0,6,0,6
32192,2022,South Sudan,United Rep. of Tanzania,6,0,0,6
32193,2022,Syrian Arab Rep.,United Rep. of Tanzania,9,20,0,29
32194,2022,United Rep. of Tanzania,United Rep. of Tanzania,6,0,0,6
32195,2022,Türkiye,United Rep. of Tanzania,0,6,0,6
32196,2022,Uganda,United Rep. of Tanzania,14,6,0,20
32197,2022,Yemen,United Rep. of Tanzania,9,62,0,71
32198,2022,Sri Lanka,Turks and Caicos Islands,7,0,0,7
32199,2022,Afghanistan,Thailand,156,10,0,166
32200,2022,Egypt,Thailand,17,0,0,17
32201,2022,Cambodia,Thailand,247,87,0,334
32202,2022,China,Thailand,177,11,0,188
32203,2022,Cameroon,Thailand,62,17,0,79
32204,2022,Dem. Rep. of the Congo,Thailand,18,0,0,18
32205,2022,Ethiopia,Thailand,10,11,0,21
32206,2022,Palestinian,Thailand,237,5,0,242
32207,2022,Guinea,Thailand,0,5,0,5
32208,2022,Cote d'Ivoire,Thailand,18,0,0,18
32209,2022,Iran (Islamic Rep. of),Thailand,88,13,0,101
32210,2022,Iraq,Thailand,148,12,0,160
32211,2022,Lao People's Dem. Rep.,Thailand,6,0,0,6
32212,2022,Sri Lanka,Thailand,103,15,0,118
32213,2022,Morocco,Thailand,5,0,0,5
32214,2022,Myanmar,Thailand,92078,0,0,92078
32215,2022,Nepal,Thailand,5,0,0,5
32216,2022,Nigeria,Thailand,5,12,0,17
32217,2022,Pakistan,Thailand,1502,102,0,1604
32218,2022,Russian Federation,Thailand,5,0,0,5
32219,2022,Somalia,Thailand,162,5,0,167
32220,2022,Viet Nam,Thailand,998,362,0,1360
32221,2022,Sudan,Thailand,0,5,0,5
32222,2022,Syrian Arab Rep.,Thailand,212,8,0,220
32223,2022,United Rep. of Tanzania,Thailand,5,0,0,5
32224,2022,Yemen,Thailand,36,0,0,36
32225,2022,Zimbabwe,Thailand,9,0,0,9
32226,2022,Stateless,Thailand,0,0,0,0
32227,2022,Afghanistan,Tajikistan,9624,1638,0,11262
32228,2022,Iran (Islamic Rep. of),Tajikistan,5,0,0,5
32229,2022,Stateless,Tajikistan,0,0,0,0
32230,2022,Afghanistan,Turkmenistan,9,0,0,9
32231,2022,Azerbaijan,Turkmenistan,5,0,0,5
32232,2022,Stateless,Turkmenistan,0,0,0,0
32233,2022,Burundi,Togo,5,0,0,5
32234,2022,Benin,Togo,36,15,0,51
32235,2022,Central African Rep.,Togo,244,232,0,476
32236,2022,Chad,Togo,13,16,0,29
32237,2022,Cameroon,Togo,7,18,0,25
32238,2022,Congo,Togo,32,40,0,72
32239,2022,Dem. Rep. of the Congo,Togo,94,94,0,188
32240,2022,Gabon,Togo,0,6,0,6
32241,2022,Palestinian,Togo,0,5,0,5
32242,2022,Ghana,Togo,8513,0,0,8513
32243,2022,Cote d'Ivoire,Togo,1290,125,0,1415
32244,2022,Iraq,Togo,5,0,0,5
32245,2022,Liberia,Togo,0,6,0,6
32246,2022,Lebanon,Togo,11,23,0,34
32247,2022,Sri Lanka,Togo,0,5,0,5
